Scraped_URL,Article,Price,Type,date,Bedrooms,Bathrooms,Surface,Neighborhood,City
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,A Louer Villa 4 chbs ANFA SUP,60000,Villa,2025-05-08,4,4,900,Anfa Supérieur,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,"Appartement de 80m² en location longue durée – Prestigia Saphir, Marrakech",17000,Appartement,2025-05-08,2,2,80,Menara,Marrakech
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,"Appartement à Louer - Maarif, Centre Ville",12500,Appartement,2025-05-08,2,2,120,Maarif,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Un luxueux appartement à louer,23000,Appartement,2025-05-08,3,2,170,Boubana,Tanger
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Appartement 2 chambres vue sur mer en résidence,11000,Appartement,2025-05-08,2,2,110,Dar Bouazza,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Villa vide à louer - Nouinouich,18000,Villa,2025-05-08,3,3,350,Nouinouich,Tanger
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,"Villa de luxe, meublée 3 chambres",22000,Villa,2025-05-08,3,2,190,Dar Bouazza,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Villa de 1 000 m² à louer sur Hay Riad à Rabat,45000,Villa,2025-05-08,5,6,1000,Hay Riad,Rabat
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Villa de 2 000 m² à louer sur Souissi à Rabat,55000,Villa,2025-05-08,6,5,2000,Souissi,Rabat
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,"DAR BOUAZZA, location d’un joli appartement meublé",9500,Appartement,2025-05-08,2,2,112,Dar Bouazza,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,"Bd ziraoui: Appartement meublé, 2 chambres.",8000,Appartement,2025-05-08,2,2,87,Centre Ville Casablanca,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Appartement 2 chambres vue sur mer en résidence,9500,Appartement,2025-05-08,2,1,110,Dar Bouazza,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,À louer – Villa de luxe à Dar Bouazza,35000,Villa,2025-05-08,3,3,380,Tamaris,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Appartement 2 chambres rdj jardin privatif,9500,Appartement,2025-05-08,2,2,177,Dar Bouazza,Casablanca
https://www.sarouty.ma/fr/recherche?c=2&fu=0&ob=mr&page=1&rp=m,Belle Villa Meublée en Résidence Fermée,25000,Villa,2025-05-08,3,3,400,Dar Bouazza,Casablanca
